Iteration	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	branch_lengths[84]	branch_lengths[85]	branch_lengths[86]	branch_lengths[87]	branch_lengths[88]	branch_lengths[89]	branch_lengths[90]	branch_lengths[91]	branch_lengths[92]	branch_lengths[93]	branch_lengths[94]	branch_lengths[95]	branch_lengths[96]	branch_lengths[97]	branch_lengths[98]	branch_lengths[99]	branch_lengths[100]	branch_lengths[101]	branch_lengths[102]	branch_lengths[103]	branch_lengths[104]	branch_lengths[105]
134	-14386.29	-14461.8	75.50963	0.00711934	0.00169147	0.00173787	0.00120948	0.0026364	9.97485e-05	0.000505734	0.0123024	0.00252361	0.00221025	0.000431473	0.00245271	0.00393514	0.00882788	0.00266705	0.00308483	0.00363421	0.001529	0.00387756	0.00653124	0.00309261	0.0023441	0.0173554	0.00912745	0.00179105	0.00281032	0.000273207	0.00200731	0.00384589	0.00408324	2.69599e-06	0.00140053	0.000572227	0.00307703	0.00346814	0.00170511	0.00142552	0.00793218	0.00983805	0.00271727	0.0023655	0.00150529	0.000546256	0.00149426	0.00927019	0.00314332	0.00100363	0.00178349	0.00202619	0.00392102	0.00107977	0.00557255	0.330831	0.00208404	0.00641546	0.00314527	0.00295734	0.0056368	0.00349385	0.00754387	0.00919646	0.0053434	0.0034927	0.00132473	0.00102354	0.000264981	0.00260457	0.00749821	0.002598	0.00715528	0.00926736	0.00407212	0.0191842	0.00953333	0.00326569	0.000807437	0.000974276	0.00186626	0.00319347	0.00160151	0.00330167	0.00131079	0.00158873	0.000213948	0.00644728	0.0022159	0.0016898	0.00736576	0.00954327	0.00578672	0.00370499	0.00274687	0.019667	0.00654978	0.000663133	0.00046467	0.000384493	0.00308027	0.00859153	0.00117351	0.00259009	0.0028772	0.00033328	0.00269123	0.00299901
135	-14392.5	-14468.91	76.41394	0.00711934	0.00169147	0.00172639	0.00120948	0.00276212	9.07588e-05	0.000429554	0.00925161	0.00351908	0.00348749	0.000401356	0.0031317	0.00410333	0.00539096	0.0023589	0.00481029	0.00414965	0.0019083	0.00391342	0.0105024	0.00309261	0.00127805	0.0155187	0.00768652	0.00183684	0.00434719	0.00032193	0.00290421	0.00274262	0.00543847	3.41778e-06	0.0018602	0.000847702	0.00371783	0.00282769	0.00159463	0.0020894	0.00793218	0.00983805	0.00271727	0.0017275	0.00161033	0.000733563	0.00243502	0.00974986	0.00222834	0.00161995	0.00129522	0.00134876	0.00392102	0.00107977	0.00393639	0.242726	0.00155413	0.00795679	0.00399207	0.00216735	0.0056368	0.00349385	0.00704602	0.00767751	0.0053434	0.0034927	0.00132473	0.00086147	0.000476867	0.00409162	0.00605505	0.00188565	0.00790735	0.00926736	0.00407212	0.0202174	0.00953333	0.00326569	0.000807437	0.000974276	0.00178562	0.00319347	0.00197391	0.00409206	0.0034218	0.00113281	0.000412083	0.00644728	0.00256633	0.0029186	0.00933226	0.0105969	0.00410611	0.00369772	0.00140541	0.0137249	0.00497647	0.00103288	0.000642107	0.000453971	0.00308027	0.00859153	0.00160506	0.00193458	0.00288876	0.00033328	0.00230025	0.0028009
136	-14370.92	-14447.44	76.52157	0.00711934	0.00169147	0.00198419	0.00183371	0.00276212	9.07588e-05	0.000228024	0.00511632	0.00505997	0.0044694	0.000235991	0.00286408	0.00410333	0.00376286	0.0023589	0.00572499	0.00414965	0.00124643	0.00391342	0.00713484	0.00340019	0.00127805	0.0122116	0.00768652	0.00183684	0.00312374	0.000485801	0.00240126	0.00377202	0.00750332	2.26986e-06	0.00123064	0.000847702	0.00277166	0.00504404	0.00159463	0.00107696	0.00772794	0.00911523	0.00139918	0.00146289	0.000969567	0.000563996	0.00111696	0.00753439	0.00220335	0.00161995	0.0015356	0.00278976	0.00447597	0.00107977	0.00393639	0.24411	0.00155413	0.00615206	0.00294181	0.00235394	0.00509633	0.00349385	0.00494251	0.00767751	0.00261522	0.00755632	0.000992478	0.00133291	0.000204346	0.00409162	0.00605505	0.00148194	0.00758644	0.00926736	0.00607649	0.0207997	0.00953333	0.00193051	0.00161528	0.00117852	0.00115618	0.00319347	0.00252831	0.00354669	0.00196952	0.00198763	0.000818406	0.00644728	0.0034653	0.0029186	0.00871454	0.00779341	0.00342564	0.00391813	0.00140541	0.0167554	0.00750992	0.00102984	0.000326818	0.000399693	0.00498554	0.00937746	0.00197496	0.00189245	0.00288876	0.000522388	0.00166194	0.00184805
137	-14371.6	-14445.81	74.20973	0.00711934	0.00102032	0.00282866	0.00200366	0.0018242	0.000142305	0.000228024	0.00676653	0.00505141	0.00253657	0.000208096	0.00286408	0.00437703	0.00309846	0.00395719	0.00572499	0.00329277	0.00124643	0.00249324	0.00713484	0.00309639	0.00210049	0.0122116	0.0118666	0.00123988	0.00393216	0.00147956	0.00240126	0.00219569	0.00333898	2.90795e-06	0.00123064	0.000924924	0.00325254	0.00504404	0.00206844	0.00107696	0.00989977	0.00911523	0.00204894	0.00241912	0.00108546	0.000563996	0.000988522	0.00753439	0.00220335	0.000803458	0.0015356	0.00209228	0.00297009	0.00107977	0.00324386	0.473286	0.00168916	0.00443372	0.00242642	0.00240383	0.00509633	0.00349385	0.00581109	0.00800128	0.00233919	0.005103	0.00117963	0.000650685	0.000204346	0.00409162	0.00605248	0.00135831	0.00758644	0.00926736	0.0059982	0.0207997	0.00953333	0.00144818	0.00405839	0.00169145	0.000467106	0.00342896	0.00252831	0.00397026	0.00221221	0.00323057	0.000857232	0.00644728	0.00260191	0.00216991	0.00826169	0.00782606	0.00385261	0.00477547	0.00217811	0.0152884	0.00750992	0.000792498	0.000207392	0.000426609	0.00498554	0.00937746	0.00270577	0.00181461	0.00538221	0.000522388	0.00264206	0.00250252
138	-14374.49	-14450.25	75.75997	0.00586723	0.00102032	0.00307136	0.00128389	0.0018242	0.000142305	0.000201956	0.00663143	0.00503077	0.00129674	0.000250535	0.00414489	0.00488699	0.00506337	0.00380292	0.00413209	0.00468467	0.00116747	0.00249324	0.00713484	0.00309639	0.00215549	0.0173763	0.0118666	0.00139538	0.00438848	0.00147956	0.00192973	0.00397967	0.00419521	2.91798e-06	0.00116693	0.000924054	0.00215174	0.00504404	0.00206844	0.000987481	0.00998823	0.00911523	0.00204894	0.00301775	0.000505532	0.000767105	0.0016906	0.00753439	0.00159941	0.000937387	0.00209017	0.00322773	0.00434388	0.00107977	0.00324386	0.316761	0.000702217	0.00402843	0.00174744	0.00338544	0.00399593	0.00335789	0.00609594	0.00800128	0.00233919	0.00512992	0.00227575	0.00048338	0.000137351	0.00273168	0.00659652	0.00185763	0.00660918	0.00621835	0.0059982	0.0207997	0.00691622	0.001564	0.00488362	0.00117204	0.000451032	0.00352134	0.00287801	0.00356379	0.00224654	0.00323057	0.000433346	0.00397674	0.00389761	0.00154766	0.00863953	0.00782606	0.00518538	0.00480171	0.00217811	0.0152884	0.00750992	0.000560689	0.000129601	0.000377444	0.00515574	0.00937746	0.00270577	0.00181461	0.00463064	0.00105619	0.00210475	0.00250252
139	-14373.6	-14449.37	75.77235	0.00428257	0.00110153	0.00366628	0.00113143	0.00187733	0.000122782	0.000161392	0.00711623	0.00317982	0.00193308	0.000250535	0.00414489	0.00488699	0.00654852	0.0025415	0.00413209	0.00372584	0.000939926	0.00310456	0.00620028	0.00309639	0.00107895	0.0173763	0.00756253	0.00179223	0.00375545	0.000908245	0.00180931	0.00397967	0.00532955	3.72955e-06	0.00135368	0.00103498	0.00228851	0.00355264	0.00206844	0.000987481	0.0062142	0.00926306	0.00204894	0.00301775	0.000383523	0.000813389	0.00197118	0.00642052	0.00124616	0.00128339	0.00135185	0.00426544	0.00480302	0.00107977	0.00356946	0.316761	0.000634813	0.00402843	0.00193907	0.00515296	0.00399593	0.00310233	0.00415848	0.00706497	0.00233919	0.00500536	0.00186575	0.00048338	8.93193e-05	0.00273168	0.00534468	0.00185763	0.00837608	0.00826134	0.0071008	0.0207997	0.011537	0.00172565	0.00533955	0.00117204	0.00045829	0.00352134	0.00191035	0.00356379	0.00219776	0.00395606	0.000288257	0.00603909	0.00389761	0.00193977	0.00867764	0.00791581	0.00406041	0.00576603	0.00217811	0.0152884	0.00765693	0.000525705	9.2799e-05	0.000377444	0.00403726	0.01363	0.00270577	0.00131965	0.00322929	0.00168516	0.00260901	0.00251977
140	-14372.77	-14449.36	76.59379	0.00428257	0.00106179	0.00320288	0.00113143	0.00183322	0.000151639	0.000161392	0.00711623	0.00538037	0.00296141	0.000283893	0.00414489	0.00224944	0.00451546	0.00396189	0.00413209	0.00295493	0.000992468	0.00219717	0.00620028	0.00309639	0.00131709	0.0108565	0.00650672	0.00179223	0.00375545	0.000607657	0.00206	0.00249821	0.00398121	6.68043e-06	0.00239794	0.00125363	0.00362406	0.00355264	0.00181358	0.000759028	0.0086569	0.0104751	0.00280068	0.000902497	0.000647181	0.000608692	0.00267944	0.00642052	0.00203378	0.00174575	0.00126623	0.00294407	0.00480302	0.00159315	0.00356946	0.233935	0.0010482	0.0067207	0.00242934	0.00388144	0.00317959	0.00423676	0.00397994	0.0101617	0.00289066	0.00500536	0.00186575	0.00048338	0.000103214	0.00273168	0.00861213	0.00185763	0.00837608	0.00826134	0.00639917	0.0207997	0.0107191	0.00154747	0.00449359	0.00088033	0.000923102	0.00270316	0.00119169	0.00308935	0.00219776	0.00395606	0.000284283	0.00560121	0.00584243	0.00193977	0.00867764	0.00735895	0.00386475	0.00576603	0.00263553	0.017283	0.00852773	0.000318007	0.000149129	0.000355623	0.00403726	0.0117081	0.0024945	0.00131965	0.00322929	0.00168516	0.00293966	0.00290993
141	-14371.06	-14448.18	77.11872	0.00418213	0.0003325	0.00320288	0.00170191	0.0012862	0.000162083	8.28024e-05	0.0070248	0.00399182	0.00204557	0.000126449	0.00414489	0.00224944	0.00414046	0.00250846	0.00261424	0.00240574	0.000992468	0.00207326	0.00590659	0.00459125	0.00243533	0.0172599	0.00816921	0.00219361	0.00375545	0.00107643	0.00278683	0.00206195	0.0053589	2.80283e-06	0.00168944	0.00107479	0.00443951	0.00355264	0.00247142	0.00116944	0.0114841	0.0104751	0.00311792	0.00119745	0.000549104	0.000608692	0.00245396	0.00872865	0.00284749	0.00106925	0.00111071	0.00294407	0.00619136	0.00116075	0.003997	0.180538	0.0010482	0.00655258	0.00242934	0.00386641	0.004481	0.00338971	0.00397994	0.00944604	0.0038995	0.00544341	0.00145666	0.00035067	9.38181e-05	0.00397024	0.00887216	0.00151035	0.00660547	0.00826134	0.00959584	0.0207997	0.00781178	0.00154747	0.00327933	0.000917848	0.000923102	0.00318957	0.00225848	0.00255641	0.00219776	0.00316678	0.000284283	0.00470245	0.00417284	0.0019658	0.00867764	0.00750002	0.00386475	0.00576603	0.0020651	0.013186	0.00653319	0.000318007	0.000116209	0.000301188	0.00262292	0.0103648	0.00199983	0.00193414	0.00469584	0.0012	0.00221587	0.00290993
142	-14362.6	-14440.27	77.67452	0.00418213	0.0003325	0.00228362	0.00273657	0.0012862	0.000357824	0.000120087	0.0070248	0.00570235	0.00184355	0.000126449	0.00414489	0.00334621	0.00414046	0.00250846	0.00258165	0.00240574	0.00126315	0.00207326	0.00911108	0.00670845	0.00243533	0.012219	0.0076392	0.00220979	0.00375545	0.00112747	0.00204898	0.00456821	0.00578085	2.25442e-06	0.00124814	0.00102364	0.00201637	0.00461078	0.00163478	0.00127754	0.0133605	0.00776034	0.00346629	0.00119351	0.000487916	0.000610881	0.00245396	0.00597542	0.00206415	0.00106925	0.00158234	0.00173654	0.00619136	0.00121056	0.003997	0.118327	0.0010482	0.00517325	0.00420962	0.00386641	0.00412992	0.00246581	0.005007	0.00790597	0.0038995	0.00490032	0.00112114	0.000339126	5.69679e-05	0.00407862	0.00887216	0.00127763	0.00667316	0.00826134	0.00959584	0.0207997	0.00941282	0.00124192	0.00327933	0.00157538	0.000923102	0.00298125	0.00297853	0.00255641	0.00185722	0.00221104	0.000181075	0.00470245	0.0041336	0.0014419	0.0130151	0.00695356	0.0052194	0.00614216	0.00201186	0.0213161	0.00653319	0.000321819	6.41253e-05	0.000317087	0.00268526	0.0103648	0.00191474	0.00129664	0.00371159	0.000828499	0.001579	0.0026589
143	-14354.49	-14432.33	77.84863	0.00418213	0.000663697	0.00245295	0.00181281	0.0011878	0.000357824	7.24352e-05	0.0070248	0.00570235	0.00201954	0.000126449	0.00542444	0.00334621	0.00414046	0.0029118	0.00258165	0.00240574	0.00126315	0.00207326	0.00911108	0.00670845	0.00183252	0.00962631	0.0076392	0.00165642	0.0036535	0.000829755	0.001376	0.00278389	0.00409872	2.79182e-06	0.000932879	0.00102364	0.00201637	0.00624273	0.001676	0.00089848	0.0133605	0.00853184	0.00346629	0.00147535	0.00052917	0.000734248	0.00245396	0.00678358	0.00141279	0.00115494	0.000609539	0.00137351	0.00331396	0.000561481	0.00261574	0.118327	0.00108989	0.00582608	0.00367388	0.00507282	0.00316099	0.00246581	0.005007	0.0102005	0.00402376	0.0077058	0.00083259	0.000339126	5.69679e-05	0.00277217	0.00676689	0.00144994	0.00667316	0.00822648	0.00959584	0.0207997	0.00941282	0.000914502	0.00209859	0.00183361	0.000415858	0.00223009	0.00271582	0.00206105	0.00289702	0.00176416	0.000148434	0.00470245	0.00214219	0.00148153	0.0102702	0.00846743	0.0052194	0.0039064	0.00285257	0.0166394	0.00720094	0.000311938	9.76183e-05	0.000359612	0.00364457	0.010838	0.00211763	0.000701526	0.00371159	0.0011423	0.00213798	0.00330558
144	-14361.85	-14439.37	77.52433	0.00439107	0.000663697	0.00229296	0.00181281	0.00153493	0.000365215	5.74126e-05	0.00560155	0.00513786	0.0011536	7.13518e-05	0.00630974	0.00334621	0.00319321	0.00292429	0.00156154	0.00387541	0.00129659	0.00217198	0.00911108	0.00461441	0.00226822	0.00962631	0.00771899	0.00165642	0.00322146	0.000829755	0.00133662	0.00244737	0.00526681	2.92562e-06	0.00108438	0.001061	0.00223788	0.00570333	0.001676	0.00134178	0.00960414	0.010539	0.0021013	0.000883481	0.00052917	0.000777438	0.00245396	0.00675449	0.00107948	0.00115494	0.000393123	0.00137351	0.00496826	0.000477611	0.00251957	0.144742	0.00108989	0.00495942	0.00367388	0.00507282	0.00447302	0.00279338	0.00589194	0.0102005	0.0044606	0.0077058	0.00160459	0.000339126	5.18554e-05	0.00262964	0.00491127	0.00126641	0.0060965	0.00871092	0.00959584	0.0207997	0.00941282	0.000933636	0.00297085	0.00197355	0.00033522	0.00305772	0.00184496	0.00208941	0.00211376	0.00176416	0.000148434	0.0074112	0.00206935	0.00196489	0.0105506	0.00731565	0.0052194	0.00440732	0.00367077	0.0166394	0.0059397	0.000236887	0.000277954	0.00058148	0.00364457	0.0148776	0.00278277	0.000701526	0.00449165	0.00108802	0.00360562	0.00470834
145	-14357.2	-14434.73	77.53044	0.00450743	0.00113999	0.00229296	0.00236084	0.00232551	0.000637391	5.15264e-05	0.0062184	0.00614657	0.00109415	7.22536e-05	0.00371409	0.00334621	0.00410852	0.00292429	0.00218206	0.005374	0.00129659	0.00195421	0.00911108	0.00599672	0.00226822	0.0153848	0.0100169	0.00225678	0.00669918	0.000493264	0.00133662	0.00275	0.00526681	4.11653e-06	0.00069951	0.000997806	0.00268952	0.00475397	0.00322398	0.00134178	0.00960414	0.00765092	0.0021013	0.00101182	0.00052917	0.000777438	0.00165816	0.00644949	0.0012299	0.00102684	0.000487926	0.00136698	0.0052699	0.000471247	0.00189532	0.144742	0.00121342	0.00495942	0.00329519	0.0033249	0.00340124	0.00279338	0.0036451	0.00706288	0.00386908	0.00597469	0.00198996	0.000510658	3.60508e-05	0.00286655	0.00486607	0.00243013	0.00683515	0.00824091	0.00760016	0.0207997	0.00909843	0.00114385	0.00244428	0.00217753	0.00033522	0.00305772	0.00146204	0.00300606	0.00288939	0.00176416	0.000180955	0.0074112	0.00304786	0.00184092	0.00713122	0.00731565	0.0052194	0.0041852	0.00367077	0.0166394	0.00617828	0.000555748	0.000399848	0.00058148	0.00364457	0.014318	0.0024262	0.000800407	0.00449165	0.00106063	0.00124754	0.00511226
146	-14358.37	-14436.1	77.73648	0.0041735	0.00113999	0.00225862	0.00218385	0.0018253	0.000320744	8.86725e-05	0.00539161	0.00614657	0.00114638	0.000108456	0.00371409	0.00394769	0.00410852	0.0033998	0.00352142	0.005374	0.00154135	0.00275578	0.00576986	0.00599672	0.00167977	0.0153848	0.00867248	0.00181873	0.00653698	0.00047975	0.00133662	0.00275	0.00496255	2.79593e-06	0.000708099	0.00054268	0.00197707	0.00466826	0.00254625	0.00105825	0.00678008	0.0123244	0.0021013	0.00104959	0.00121549	0.000777438	0.00173123	0.00472116	0.00103242	0.00102684	0.000389269	0.00205208	0.00407411	0.000427292	0.000944467	0.134648	0.000432934	0.00644542	0.00329519	0.00332897	0.00340124	0.00247934	0.00508523	0.0061094	0.00318247	0.00597469	0.00155193	0.000393923	5.27418e-05	0.00342211	0.00576859	0.00257433	0.00668267	0.00781076	0.00766122	0.0207997	0.00804033	0.00113212	0.00244428	0.00260424	0.000296629	0.00324373	0.0021705	0.00399928	0.00215944	0.00176416	0.000180955	0.00410222	0.00249833	0.00273088	0.00740456	0.00899528	0.00423394	0.0041852	0.00250766	0.0174528	0.00617828	0.000347058	0.00046443	0.000547702	0.00364457	0.0140341	0.0024262	0.000703765	0.00449165	0.000971434	0.00153005	0.0039866
147	-14359.53	-14437.41	77.87687	0.00466699	0.00142922	0.00145273	0.00296928	0.0023639	0.000320744	8.86725e-05	0.00650826	0.00459753	0.00145995	0.000188768	0.00485477	0.00259926	0.00410852	0.00319789	0.00352142	0.005374	0.00212091	0.00275578	0.00690787	0.00452601	0.00207737	0.0153848	0.0087345	0.00234192	0.00380117	0.000383903	0.00162442	0.0022364	0.00496255	1.80735e-06	0.000609825	0.000346241	0.00210135	0.00388541	0.00254625	0.00105825	0.00756401	0.00847323	0.0021013	0.00104959	0.00116013	0.000583901	0.000826307	0.00593154	0.00192611	0.00163763	0.000389269	0.00196614	0.00407411	0.000292693	0.000944467	0.104446	0.00251643	0.00889394	0.0021676	0.00291042	0.00429693	0.00247934	0.00429445	0.00858879	0.00318247	0.00933723	0.00141789	0.000378245	0.000103366	0.00293686	0.0075735	0.00203001	0.0105115	0.00781076	0.00580492	0.0257553	0.00804033	0.00078543	0.00155616	0.00260424	0.000748766	0.00259651	0.0021705	0.00566488	0.00281386	0.00176416	0.000162134	0.00749835	0.00385647	0.00231443	0.00889016	0.00923268	0.00460727	0.00654339	0.00250766	0.015872	0.00731361	0.000855671	0.00046443	0.000438186	0.00325032	0.00881655	0.0024262	0.000890531	0.00449165	0.00125327	0.00179904	0.00252584
148	-14371.78	-14449.83	78.04563	0.00482366	0.00142922	0.00208796	0.00226657	0.0023639	0.000252434	0.000111796	0.00650826	0.00255739	0.00145995	0.000158921	0.00485477	0.00259926	0.00359653	0.00359563	0.00368956	0.00397436	0.00212091	0.0026206	0.00912772	0.00581205	0.00270632	0.0109514	0.00712045	0.00188588	0.00490411	0.000341595	0.000784305	0.00125183	0.00608748	1.7112e-06	0.00072153	0.000258209	0.00213057	0.00385116	0.00216129	0.00105825	0.00823444	0.00829623	0.00237016	0.00104959	0.000815905	0.000564482	0.000576979	0.00313971	0.0010913	0.00226749	0.000427887	0.00196614	0.0061096	0.000268095	0.00147859	0.10108	0.00320885	0.00735014	0.0012901	0.00521945	0.0042057	0.00184178	0.00380047	0.00858879	0.00274187	0.00933723	0.00109631	0.000369228	0.000237227	0.00446206	0.00689818	0.00203001	0.00794789	0.00710758	0.00538321	0.0257553	0.00693216	0.000748506	0.00243232	0.00287136	0.000979742	0.00291803	0.0021705	0.00586155	0.00180971	0.00225729	0.000329658	0.00749835	0.00267156	0.00201447	0.00889016	0.00923268	0.00462714	0.00313629	0.00250766	0.015872	0.00731361	0.000824223	0.000546853	0.000389195	0.00511793	0.00881655	0.00228246	0.00116914	0.00476757	0.00125327	0.00120559	0.00206144
149	-14359.18	-14437.25	78.07244	0.0052821	0.00114939	0.00145342	0.00226657	0.00184845	0.000195804	0.00012679	0.00780837	0.0036619	0.00145995	0.000218538	0.00375109	0.0021845	0.00527606	0.00268898	0.00303539	0.00290307	0.00305808	0.0026206	0.00761991	0.00486608	0.00249006	0.014811	0.00788444	0.00188588	0.00345336	0.000312835	0.0012382	0.00198361	0.00608748	2.38291e-06	0.000903683	0.000236421	0.00213057	0.00385116	0.00216129	0.000919093	0.00682517	0.00743181	0.00255597	0.00321396	0.00110992	0.000568903	0.00068957	0.00367273	0.00165776	0.00211631	0.000775803	0.00323358	0.00406125	0.000206449	0.00147859	0.10108	0.00320885	0.00629446	0.00284494	0.00345042	0.0042057	0.00184178	0.00611858	0.00900586	0.00221564	0.00933723	0.00122231	0.000369228	0.000237227	0.00446206	0.00689818	0.00203001	0.0092154	0.00710758	0.00565719	0.0224462	0.00895448	0.000579352	0.00241241	0.00250495	0.000979742	0.00291803	0.00165798	0.00586155	0.00283728	0.00146234	0.000188255	0.0080904	0.00226452	0.00141037	0.00894043	0.00923268	0.00462714	0.00313629	0.00250766	0.0147267	0.00776511	0.00069904	0.000438018	0.000243939	0.00245342	0.00881655	0.000945587	0.000720673	0.00476757	0.00125327	0.00153357	0.00206144
150	-14361.79	-14440.03	78.23454	0.00443337	0.00132241	0.00207025	0.00256302	0.00176778	0.000195804	0.000190684	0.00739251	0.0036619	0.00160593	0.000146497	0.00238536	0.00264827	0.00503348	0.00177831	0.00370007	0.00301582	0.00240972	0.0026206	0.00789949	0.00489942	0.00373984	0.014811	0.00803924	0.00188588	0.00378442	0.000237846	0.0012382	0.00229028	0.00608748	5.09064e-06	0.00169103	0.000155953	0.00213057	0.00540532	0.00305163	0.00095887	0.00995278	0.00743181	0.00170335	0.00230718	0.000708045	0.000672992	0.000606536	0.00489525	0.00123672	0.00211641	0.000881997	0.00290782	0.0041468	0.000366883	0.00132883	0.0678404	0.00364982	0.00564837	0.0046634	0.0028073	0.00277254	0.00184178	0.00409139	0.00962734	0.00337357	0.0105869	0.00122231	0.000604523	0.000237227	0.00488719	0.00549092	0.00254658	0.0092154	0.0111031	0.00427005	0.0224462	0.00754033	0.00175557	0.002548	0.00189721	0.00129376	0.00203935	0.00165798	0.00738902	0.00344809	0.00146234	0.000238463	0.00630065	0.00270944	0.00157991	0.00740343	0.00923268	0.003385	0.00714837	0.00361865	0.0206443	0.00534566	0.000674857	0.000507344	0.000150589	0.00245342	0.011186	0.000945587	0.000764917	0.00530671	0.00109829	0.00213931	0.00214492
151	-14356.48	-14434.55	78.06254	0.00443337	0.00103393	0.00152381	0.00307322	0.00245497	0.00011923	0.000326522	0.00626985	0.00336971	0.00168624	0.000240059	0.002887	0.00333479	0.00392978	0.00177831	0.00370007	0.00308829	0.00152807	0.00551104	0.00789949	0.004089	0.00373984	0.0193695	0.00803924	0.00172264	0.00351414	0.000125411	0.000882456	0.00240524	0.00608748	5.56213e-06	0.00176468	0.000235876	0.00228529	0.00267987	0.00248484	0.00126775	0.00888968	0.00743181	0.00180557	0.00196793	0.000455077	0.000956225	0.000772473	0.00489525	0.00191524	0.00211641	0.000539239	0.00269632	0.00659902	0.00154198	0.00183913	0.0905842	0.00364982	0.00520947	0.00423154	0.0028073	0.00277254	0.00298411	0.00612539	0.00784027	0.00244476	0.00755036	0.00102294	0.000738974	0.000319136	0.00324173	0.00481888	0.00254658	0.00743746	0.0112642	0.00342928	0.0224462	0.0100748	0.00175557	0.0026747	0.00143688	0.000826011	0.00239493	0.00175024	0.0043444	0.00390159	0.00122835	0.0002066	0.00630065	0.00270944	0.00167989	0.00740343	0.00833564	0.00249306	0.00714837	0.00361865	0.0187718	0.00793067	0.000687959	0.000354413	0.000107894	0.00152387	0.011186	0.000685447	0.000764917	0.00499554	0.00109101	0.00340258	0.00209483
152	-14358.75	-14436.68	77.92931	0.00443337	0.00114757	0.00152381	0.00216774	0.00170295	0.000219153	0.000509381	0.00516968	0.00336971	0.00168624	0.000186032	0.00266483	0.0040231	0.00400266	0.00182492	0.00370007	0.0032113	0.00182306	0.00673368	0.00938144	0.004089	0.00363994	0.0126981	0.0109617	0.00172264	0.00484978	0.000143052	0.000882456	0.00300459	0.00608748	4.60705e-06	0.00176468	0.000235876	0.002488	0.00267987	0.0019551	0.00152542	0.00888968	0.0117828	0.00311974	0.00223547	0.00114516	0.000616689	0.0019167	0.004358	0.00191524	0.00333631	0.000663084	0.00218234	0.00659902	0.00242098	0.00256256	0.0930153	0.00313965	0.00777631	0.0050074	0.00344169	0.00406534	0.00298411	0.00612539	0.0111184	0.00246372	0.00662184	0.00104964	0.000709906	0.000319136	0.00307705	0.00481888	0.00254658	0.00743746	0.0112642	0.00342928	0.0190279	0.0091931	0.0020527	0.0026747	0.00194273	0.000643102	0.00239493	0.00110051	0.00475608	0.00321771	0.00122835	0.000142737	0.00527142	0.00421317	0.00156648	0.00966769	0.00819138	0.00354366	0.00579627	0.00390551	0.0187973	0.00532277	0.000687959	0.000789875	0.000140863	0.00250866	0.0105075	0.000539133	0.000923774	0.00423142	0.000632346	0.00259253	0.00340379
